Date,Close,HL_PCT,PCT_change,Volume,label
2017-01-03,116.15,1.3517003874300415,0.3022452504317863,28781865,117.91
2017-01-04,116.02,0.6550594725047449,0.14674147604661347,21118116,118.99
2017-01-05,116.61,0.9004373552868513,0.5952380952380933,22193587,119.11
2017-01-06,117.91,1.4332965821389176,0.9676314437403626,31751900,119.75
2017-01-09,118.99,1.2522060677367923,0.881729546417967,33561948,119.25
2017-01-10,119.11,0.9067248761648881,0.28626757598720504,24462051,119.04
2017-01-11,119.75,1.110647181628403,0.8505979450901172,27588593,120.0
2017-01-12,119.25,0.9140461215932942,0.2943650126156386,27086220,119.99
2017-01-13,119.04,0.6804435483870986,-0.05876920493660749,26111948,119.78
2017-01-17,120.0,1.68333333333333,1.402737873922593,34439843,120.0
2017-01-18,119.99,0.65838819901659,-0.008333333333337597,23712961,120.08
2017-01-19,119.78,0.6011020203706786,0.3182579564489074,25597291,119.97
2017-01-20,120.0,0.5999999999999991,-0.3735990037359924,32597892,121.88
2017-01-23,120.08,0.8660892738174603,0.06666666666666525,22050218,121.94
2017-01-24,119.97,0.5001250312578097,0.3513174404015071,23211038,121.95
2017-01-25,121.88,1.4932720708893938,1.2124231855173508,32586673,121.63
2017-01-26,121.94,0.6888633754305424,0.22191172844579274,26337576,121.35
2017-01-27,121.95,0.6150061500615006,-0.15555919436711785,20562944,128.75
2017-01-30,121.63,0.7975006166241873,0.5788472670139656,30377503,128.53
2017-01-31,121.35,0.6345282241450317,0.16508460586049412,49200993,129.08
2017-02-01,128.75,2.7029126213592263,1.3540108635755324,111985040,130.29
2017-02-02,128.53,1.252625846105956,0.42975464916392964,33710411,131.53
2017-02-03,129.08,0.7979547567400069,0.6001091107474166,24507301,132.04
2017-02-06,130.29,1.228029779722154,0.8983195229613541,26845924,132.42
2017-02-07,131.53,1.246863833346016,0.7583882334916571,38183841,132.12
2017-02-08,132.04,0.757346258709482,0.5253140464408053,23004072,133.29
2017-02-09,132.42,0.9968282736746664,0.584884162552208,28349859,135.02
2017-02-10,132.12,0.6736300333030475,-0.25668126226785704,20065458,135.51
2017-02-13,133.29,0.8027608972916147,0.15779981965733356,23035421,135.34
2017-02-14,135.02,1.362761072433716,1.1613096576009676,33226223,135.72
2017-02-15,135.51,1.217622315696263,-0.007378984651726185,35623100,136.7
2017-02-16,135.34,0.7832126496231729,-0.2432372668976075,22584555,137.11
2017-02-17,135.72,0.5378720895962409,0.45891931902294936,22198197,136.53
2017-02-21,136.7,0.5632772494513608,0.34500477134258156,24507156,136.66
2017-02-22,137.11,0.7366348187586542,0.49842410027120637,20836932,136.93
2017-02-23,136.53,0.864278913059385,-0.6187217935652892,20788186,136.99
2017-02-24,136.66,1.0098053563588436,0.5518357736737547,21776585,139.79
2017-02-27,136.93,0.8471481779011149,-0.15312819017061363,20257426,138.96
2017-02-28,136.99,0.5401854149938018,-0.06565509191713116,23482860,139.78
2017-03-01,139.79,1.8241648186565644,1.3779099282036449,36414585,139.34
2017-03-02,138.96,1.0938399539435881,-0.7428571428571372,26210984,139.52
2017-03-03,139.78,0.8871083130633919,0.7205649228995532,21571121,139.0
2017-03-06,139.34,0.8396727429309716,-0.014351320321476915,21750044,138.68
2017-03-07,139.52,0.8529243119266039,0.33079246368474613,17446297,139.14
2017-03-08,139.0,0.7050359712230346,0.035984166966542906,18707236,139.2
2017-03-09,138.68,1.2546870493221665,-0.043246360098026716,22155904,138.99
2017-03-10,139.14,0.5174644243208476,-0.07899461400360046,19612801,140.46
2017-03-13,139.2,0.43821839080460756,0.2520705797623294,17421717,140.69
2017-03-14,138.99,0.582775739261819,-0.22254127781766134,15309065,139.99
2017-03-15,140.46,1.231667378613121,0.7531740908112843,25691774,141.46
2017-03-16,140.69,0.5401947544246353,-0.021318931210916103,19231998,139.84
2017-03-17,139.99,0.7929137795556922,-0.7163120567375822,43884952,141.42
2017-03-20,141.46,0.8977802912484166,0.7549857549857566,21542038,140.92
2017-03-21,139.84,2.1953661327231275,-1.5973541622686722,39529912,140.64
2017-03-22,141.42,1.3010889548861573,1.1298627002288215,25860165,140.88
2017-03-23,140.92,0.6883338064149865,-0.24069092453631843,20346301,143.8
2017-03-24,140.64,0.9883390216154827,-0.6077738515901157,22395563,144.12
2017-03-27,140.88,1.8455423055082298,1.068943252744106,23575094,143.93
2017-03-28,143.8,2.378303198887335,2.050954509970914,33374805,143.66
2017-03-29,144.12,0.9020260893699773,0.30623608017817217,29189955,143.7
2017-03-30,143.93,0.6947821857847565,-0.18031763645189744,21207252,144.77
2017-03-31,143.66,0.8770708617569395,-0.0417478430281118,19661651,144.02
2017-04-03,143.7,0.7446068197633913,-0.006958458005719384,19985714,143.66
2017-04-04,144.77,1.188091455412032,1.061082024432817,19891354,143.34
2017-04-05,144.02,1.1456742119150158,-0.13867702121757636,27717854,143.17
2017-04-06,143.66,0.7448141445078809,-0.4366206944348156,21149034,141.63
2017-04-07,143.34,0.6348541928282382,-0.27134209977039336,16672198,141.8
2017-04-10,143.17,0.6845009429349653,-0.2994428969359379,18933397,141.05
2017-04-11,141.63,2.322954176375056,-0.9164684482999875,30379376,141.83
2017-04-12,141.8,0.8039492242595309,0.1412429378531194,20350000,141.2
2017-04-13,141.05,0.9429280397022219,-0.6060178986681596,17822880,140.68
2017-04-17,141.83,0.7121201438341612,0.24738478936953828,16582094,142.44
2017-04-18,141.2,0.6586402266288799,-0.14850434905594226,14697544,142.27
2017-04-19,140.68,1.1017912994029082,-0.845785170566668,17328375,143.64
2017-04-20,142.44,1.2356079752878342,0.8639002974082982,23319562,144.53
2017-04-21,142.27,0.5833977648133918,-0.11934849761302127,17320928,143.68
2017-04-24,143.64,0.5360623781676287,0.0975609756097466,17134333,143.79
2017-04-25,144.53,0.7126548121497275,0.43082482106872666,18871501,143.65
2017-04-26,143.68,0.8491091314031172,-0.5468263307260968,20041241,146.58
2017-04-27,143.79,0.5911398567355132,-0.09032795997776227,14246347,147.51
2017-04-28,143.65,0.7170205360250617,-0.30536470261641874,20860358,147.06
2017-05-01,146.58,1.528175740210111,1.0199862164024935,33602943,146.53
2017-05-02,147.51,0.8474001762592368,-0.02033346888979337,45352194,148.96
2017-05-03,147.06,2.1895824833401325,1.0096847310941677,45697034,153.01
2017-05-04,146.53,0.907663959598706,0.006825006825000617,23371872,153.99
2017-05-05,148.96,1.4903329752953804,1.499046061597177,27327725,153.26
2017-05-08,153.01,3.052088098817063,2.670603234248131,48752413,153.95
2017-05-09,153.99,0.928631729333078,0.07798791187366254,39130363,156.1
2017-05-10,153.26,1.1940493279394389,-0.24083837792098195,25805692,155.7
2017-05-11,153.95,1.143228320883398,0.9839291571006887,27255058,155.47
2017-05-12,156.1,1.1210762331838566,0.9049773755656145,32527017,150.25
2017-05-15,155.7,1.0276172125883074,-0.19870521120441145,26009719,152.54
2017-05-16,155.47,0.8619026178684012,-0.3013979735795812,20048478,153.06
2017-05-17,150.25,3.2346089850249484,-2.18098958333333,50767678,153.99
2017-05-18,152.54,1.448800314671567,0.8395584055000871,33568215,153.8
2017-05-19,153.06,0.8820070560564447,-0.20863215543095137,26960788,153.34
2017-05-22,153.99,1.0844860055847885,-0.006493506493500587,22966437,153.87
2017-05-23,153.8,1.033810143042915,-0.7101355713363423,19918871,153.61
2017-05-24,153.34,0.978218338333116,-0.3250130005200208,19219154,153.67
2017-05-25,153.87,0.8578670306102509,0.09106875691147777,19235598,152.76
2017-05-26,153.61,0.6054293340277369,-0.2532467532467444,21927637,153.18
2017-05-30,153.67,0.7158196134574051,0.16295137530960763,20126851,155.45
2017-05-31,152.76,1.1717727153705106,-0.7858673767617119,24451164,153.93
2017-06-01,153.18,0.7246376811594292,0.006528693608421576,16404088,154.45
2017-06-02,155.45,1.6468317787069813,1.217606459174356,27770715,155.37
